beta,cell_id,dataset_id,dataset_tag,complexity_3nn_disagreement,source_dataset
0.13,cell_beta_0p13_p_0p00,7,dataset_007_seed_709234,0.3404947916666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_007_seed_709234/dataset.npz
0.13,cell_beta_0p13_p_0p00,8,dataset_008_seed_809234,0.375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_008_seed_809234/dataset.npz
0.13,cell_beta_0p13_p_0p00,9,dataset_009_seed_909234,0.3404947916666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_009_seed_909234/dataset.npz
0.13,cell_beta_0p13_p_0p00,10,dataset_010_seed_1009234,0.3125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_010_seed_1009234/dataset.npz
0.13,cell_beta_0p13_p_0p00,11,dataset_011_seed_1109234,0.3723958333333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_011_seed_1109234/dataset.npz
0.13,cell_beta_0p13_p_0p00,12,dataset_012_seed_1209234,0.3671875,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_012_seed_1209234/dataset.npz
0.13,cell_beta_0p13_p_0p00,13,dataset_013_seed_1309234,0.34375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_013_seed_1309234/dataset.npz
0.13,cell_beta_0p13_p_0p00,14,dataset_014_seed_1409234,0.3313802083333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_014_seed_1409234/dataset.npz
0.13,cell_beta_0p13_p_0p00,15,dataset_015_seed_1509234,0.3203125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_015_seed_1509234/dataset.npz
0.13,cell_beta_0p13_p_0p00,16,dataset_016_seed_1609234,0.3639322916666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_016_seed_1609234/dataset.npz
0.13,cell_beta_0p13_p_0p00,17,dataset_017_seed_1709234,0.3255208333333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_017_seed_1709234/dataset.npz
0.13,cell_beta_0p13_p_0p00,18,dataset_018_seed_1809234,0.345703125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_018_seed_1809234/dataset.npz
0.13,cell_beta_0p13_p_0p00,19,dataset_019_seed_1909234,0.359375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_019_seed_1909234/dataset.npz
0.13,cell_beta_0p13_p_0p00,20,dataset_020_seed_2009234,0.3580729166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_020_seed_2009234/dataset.npz
0.13,cell_beta_0p13_p_0p00,21,dataset_021_seed_2109234,0.3450520833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_021_seed_2109234/dataset.npz
0.13,cell_beta_0p13_p_0p00,22,dataset_022_seed_2209234,0.3671875,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_022_seed_2209234/dataset.npz
0.13,cell_beta_0p13_p_0p00,23,dataset_023_seed_2309234,0.3899739583333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_023_seed_2309234/dataset.npz
0.13,cell_beta_0p13_p_0p00,24,dataset_024_seed_2409234,0.404296875,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_024_seed_2409234/dataset.npz
0.13,cell_beta_0p13_p_0p00,25,dataset_025_seed_2509234,0.3333333333333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_025_seed_2509234/dataset.npz
0.13,cell_beta_0p13_p_0p00,26,dataset_026_seed_2609234,0.369140625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_026_seed_2609234/dataset.npz
0.13,cell_beta_0p13_p_0p00,27,dataset_027_seed_2709234,0.3756510416666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_027_seed_2709234/dataset.npz
0.13,cell_beta_0p13_p_0p00,28,dataset_028_seed_2809234,0.3255208333333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_028_seed_2809234/dataset.npz
0.13,cell_beta_0p13_p_0p00,29,dataset_029_seed_2909234,0.33203125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_029_seed_2909234/dataset.npz
0.13,cell_beta_0p13_p_0p00,30,dataset_030_seed_3009234,0.3541666666666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_030_seed_3009234/dataset.npz
0.13,cell_beta_0p13_p_0p00,31,dataset_031_seed_3109234,0.3333333333333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_031_seed_3109234/dataset.npz
0.13,cell_beta_0p13_p_0p00,32,dataset_032_seed_3209234,0.3515625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_032_seed_3209234/dataset.npz
0.13,cell_beta_0p13_p_0p00,33,dataset_033_seed_3309234,0.3684895833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_033_seed_3309234/dataset.npz
0.13,cell_beta_0p13_p_0p00,34,dataset_034_seed_3409234,0.396484375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_034_seed_3409234/dataset.npz
0.13,cell_beta_0p13_p_0p00,35,dataset_035_seed_3509234,0.380859375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_035_seed_3509234/dataset.npz
0.13,cell_beta_0p13_p_0p00,36,dataset_036_seed_3609234,0.3802083333333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_036_seed_3609234/dataset.npz
0.13,cell_beta_0p13_p_0p00,37,dataset_037_seed_3709234,0.39453125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_037_seed_3709234/dataset.npz
0.13,cell_beta_0p13_p_0p00,38,dataset_038_seed_3809234,0.3444010416666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_038_seed_3809234/dataset.npz
0.13,cell_beta_0p13_p_0p00,39,dataset_039_seed_3909234,0.375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_039_seed_3909234/dataset.npz
0.13,cell_beta_0p13_p_0p00,40,dataset_040_seed_4009234,0.3346354166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_040_seed_4009234/dataset.npz
0.13,cell_beta_0p13_p_0p00,41,dataset_041_seed_4109234,0.3235677083333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_041_seed_4109234/dataset.npz
0.13,cell_beta_0p13_p_0p00,42,dataset_042_seed_4209234,0.30078125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_042_seed_4209234/dataset.npz
0.13,cell_beta_0p13_p_0p00,43,dataset_043_seed_4309234,0.3541666666666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_043_seed_4309234/dataset.npz
0.13,cell_beta_0p13_p_0p00,44,dataset_044_seed_4409234,0.3502604166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_044_seed_4409234/dataset.npz
0.13,cell_beta_0p13_p_0p00,45,dataset_045_seed_4509234,0.3815104166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_045_seed_4509234/dataset.npz
0.13,cell_beta_0p13_p_0p00,46,dataset_046_seed_4609234,0.3743489583333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_046_seed_4609234/dataset.npz
0.13,cell_beta_0p13_p_0p00,47,dataset_047_seed_4709234,0.3255208333333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_047_seed_4709234/dataset.npz
0.13,cell_beta_0p13_p_0p00,48,dataset_048_seed_4809234,0.404296875,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_048_seed_4809234/dataset.npz
0.13,cell_beta_0p13_p_0p00,49,dataset_049_seed_4909234,0.3802083333333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_049_seed_4909234/dataset.npz
0.13,cell_beta_0p13_p_0p00,50,dataset_050_seed_5009234,0.318359375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_050_seed_5009234/dataset.npz
0.13,cell_beta_0p13_p_0p00,51,dataset_051_seed_5109234,0.3658854166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_051_seed_5109234/dataset.npz
0.13,cell_beta_0p13_p_0p00,52,dataset_052_seed_5209234,0.3626302083333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_052_seed_5209234/dataset.npz
0.13,cell_beta_0p13_p_0p00,53,dataset_053_seed_5309234,0.3489583333333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_053_seed_5309234/dataset.npz
0.13,cell_beta_0p13_p_0p00,54,dataset_054_seed_5409234,0.3444010416666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_054_seed_5409234/dataset.npz
0.13,cell_beta_0p13_p_0p00,55,dataset_055_seed_5509234,0.2923177083333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_055_seed_5509234/dataset.npz
0.13,cell_beta_0p13_p_0p00,56,dataset_056_seed_5609234,0.3600260416666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_056_seed_5609234/dataset.npz
0.13,cell_beta_0p13_p_0p00,57,dataset_057_seed_5709234,0.3287760416666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_057_seed_5709234/dataset.npz
0.13,cell_beta_0p13_p_0p00,58,dataset_058_seed_5809234,0.3248697916666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_058_seed_5809234/dataset.npz
0.13,cell_beta_0p13_p_0p00,59,dataset_059_seed_5909234,0.3463541666666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_059_seed_5909234/dataset.npz
0.13,cell_beta_0p13_p_0p00,60,dataset_060_seed_6009234,0.3828125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_060_seed_6009234/dataset.npz
0.13,cell_beta_0p13_p_0p00,61,dataset_061_seed_6109234,0.3072916666666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_061_seed_6109234/dataset.npz
0.13,cell_beta_0p13_p_0p00,62,dataset_062_seed_6209234,0.3248697916666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_062_seed_6209234/dataset.npz
0.13,cell_beta_0p13_p_0p00,63,dataset_063_seed_6309234,0.4016927083333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_063_seed_6309234/dataset.npz
0.13,cell_beta_0p13_p_0p00,64,dataset_064_seed_6409234,0.3600260416666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_064_seed_6409234/dataset.npz
0.13,cell_beta_0p13_p_0p00,65,dataset_065_seed_6509234,0.296875,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_065_seed_6509234/dataset.npz
0.13,cell_beta_0p13_p_0p00,66,dataset_066_seed_6609234,0.2955729166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_066_seed_6609234/dataset.npz
0.13,cell_beta_0p13_p_0p00,67,dataset_067_seed_6709234,0.3001302083333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_067_seed_6709234/dataset.npz
0.13,cell_beta_0p13_p_0p00,68,dataset_068_seed_6809234,0.36328125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_068_seed_6809234/dataset.npz
0.13,cell_beta_0p13_p_0p00,69,dataset_069_seed_6909234,0.3190104166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_069_seed_6909234/dataset.npz
0.13,cell_beta_0p13_p_0p00,70,dataset_070_seed_7009234,0.341796875,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_070_seed_7009234/dataset.npz
0.13,cell_beta_0p13_p_0p00,71,dataset_071_seed_7109234,0.3372395833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_071_seed_7109234/dataset.npz
0.13,cell_beta_0p13_p_0p00,72,dataset_072_seed_7209234,0.3587239583333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_072_seed_7209234/dataset.npz
0.13,cell_beta_0p13_p_0p00,73,dataset_073_seed_7309234,0.33203125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_073_seed_7309234/dataset.npz
0.13,cell_beta_0p13_p_0p00,74,dataset_074_seed_7409234,0.3509114583333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_074_seed_7409234/dataset.npz
0.13,cell_beta_0p13_p_0p00,75,dataset_075_seed_7509234,0.3444010416666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_075_seed_7509234/dataset.npz
0.13,cell_beta_0p13_p_0p00,76,dataset_076_seed_7609234,0.3782552083333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_076_seed_7609234/dataset.npz
0.13,cell_beta_0p13_p_0p00,77,dataset_077_seed_7709234,0.361328125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_077_seed_7709234/dataset.npz
0.13,cell_beta_0p13_p_0p00,78,dataset_078_seed_7809234,0.3743489583333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_078_seed_7809234/dataset.npz
0.13,cell_beta_0p13_p_0p00,79,dataset_079_seed_7909234,0.34765625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_079_seed_7909234/dataset.npz
0.13,cell_beta_0p13_p_0p00,80,dataset_080_seed_8009234,0.3619791666666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_080_seed_8009234/dataset.npz
0.13,cell_beta_0p13_p_0p00,81,dataset_081_seed_8109234,0.3639322916666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_081_seed_8109234/dataset.npz
0.13,cell_beta_0p13_p_0p00,82,dataset_082_seed_8209234,0.3444010416666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_082_seed_8209234/dataset.npz
0.13,cell_beta_0p13_p_0p00,83,dataset_083_seed_8309234,0.3580729166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_083_seed_8309234/dataset.npz
0.13,cell_beta_0p13_p_0p00,84,dataset_084_seed_8409234,0.3515625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_084_seed_8409234/dataset.npz
0.13,cell_beta_0p13_p_0p00,85,dataset_085_seed_8509234,0.3216145833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_085_seed_8509234/dataset.npz
0.13,cell_beta_0p13_p_0p00,86,dataset_086_seed_8609234,0.3502604166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_086_seed_8609234/dataset.npz
0.13,cell_beta_0p13_p_0p00,87,dataset_087_seed_8709234,0.384765625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_087_seed_8709234/dataset.npz
0.13,cell_beta_0p13_p_0p00,88,dataset_088_seed_8809234,0.3424479166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_088_seed_8809234/dataset.npz
0.13,cell_beta_0p13_p_0p00,89,dataset_089_seed_8909234,0.349609375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p13_p_0p00/dataset_089_seed_8909234/dataset.npz
0.15,cell_beta_0p15_p_0p00,0,dataset_000_seed_011234,0.27734375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_000_seed_011234/dataset.npz
0.15,cell_beta_0p15_p_0p00,1,dataset_001_seed_111234,0.2962239583333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_001_seed_111234/dataset.npz
0.15,cell_beta_0p15_p_0p00,2,dataset_002_seed_211234,0.298828125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_002_seed_211234/dataset.npz
0.15,cell_beta_0p15_p_0p00,3,dataset_003_seed_311234,0.2513020833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_003_seed_311234/dataset.npz
0.15,cell_beta_0p15_p_0p00,4,dataset_004_seed_411234,0.2994791666666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_004_seed_411234/dataset.npz
0.15,cell_beta_0p15_p_0p00,5,dataset_005_seed_511234,0.3229166666666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_005_seed_511234/dataset.npz
0.15,cell_beta_0p15_p_0p00,6,dataset_006_seed_611234,0.26953125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_006_seed_611234/dataset.npz
0.15,cell_beta_0p15_p_0p00,7,dataset_007_seed_711234,0.25,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_007_seed_711234/dataset.npz
0.15,cell_beta_0p15_p_0p00,8,dataset_008_seed_811234,0.330078125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_008_seed_811234/dataset.npz
0.15,cell_beta_0p15_p_0p00,9,dataset_009_seed_911234,0.2994791666666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_009_seed_911234/dataset.npz
0.15,cell_beta_0p15_p_0p00,10,dataset_010_seed_1011234,0.2688802083333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_010_seed_1011234/dataset.npz
0.15,cell_beta_0p15_p_0p00,11,dataset_011_seed_1111234,0.30859375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_011_seed_1111234/dataset.npz
0.15,cell_beta_0p15_p_0p00,12,dataset_012_seed_1211234,0.2903645833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_012_seed_1211234/dataset.npz
0.15,cell_beta_0p15_p_0p00,13,dataset_013_seed_1311234,0.2766927083333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_013_seed_1311234/dataset.npz
0.15,cell_beta_0p15_p_0p00,14,dataset_014_seed_1411234,0.3059895833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_014_seed_1411234/dataset.npz
0.15,cell_beta_0p15_p_0p00,15,dataset_015_seed_1511234,0.3157552083333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_015_seed_1511234/dataset.npz
0.15,cell_beta_0p15_p_0p00,16,dataset_016_seed_1611234,0.2578125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_016_seed_1611234/dataset.npz
0.15,cell_beta_0p15_p_0p00,17,dataset_017_seed_1711234,0.2962239583333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_017_seed_1711234/dataset.npz
0.15,cell_beta_0p15_p_0p00,18,dataset_018_seed_1811234,0.2805989583333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_018_seed_1811234/dataset.npz
0.15,cell_beta_0p15_p_0p00,19,dataset_019_seed_1911234,0.2708333333333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_019_seed_1911234/dataset.npz
0.15,cell_beta_0p15_p_0p00,20,dataset_020_seed_2011234,0.3111979166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_020_seed_2011234/dataset.npz
0.15,cell_beta_0p15_p_0p00,21,dataset_021_seed_2111234,0.2884114583333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p15_p_0p00/dataset_021_seed_2111234/dataset.npz
